Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_usd,sector
18/08/2015,IntelligenceNODE,"Data Analytics Platform","SAAS Based Retail Analytics Solutions",Mumbai,"New Enterprise Associates, Orios Venture Partners","Series A",4200000,Technology
18/08/2015,HyperVerge,"Deep Learning Cloud Algorithms",nan,Chennai,"NEA, Milliways Ventures, Naya Ventures","Seed Funding",1000000,Education
18/08/2015,Zoojoo.be,"Corporate Wellness App",nan,Bangalore,"RoundGlass Partners","Series A",1000000,Technology
19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services","Hyperlocal home services provider",Mumbai,"Unilazer Ventures",Equity,2400000,Services
19/08/2015,MebelKart,"Online Furniture Marketplace",nan,Bangalore,AskMe,Equity,20000000,E-Commerce
20/08/2015,LabsAdvisor,"Online Diagnostic Tests Marketplace",nan,Delhi,"Group of Angel Investors","Seed Funding",156000,E-Commerce
20/08/2015,Flatpebble,"Online marketplace for Photographers",nan,Hyderabad,"Indian Angel Network","Seed Funding",600000,E-Commerce
20/08/2015,Bluegape,"Visual Blogging platform",nan,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan","Seed Funding",600000,Technology
21/08/2015,ePoise,"Job Search Platform",nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others","Seed Funding",500000,Technology
24/08/2015,JollyFoodFellow,"Food Customer analytics platform",nan,Ahemdabad,"The 1947","Seed Funding",300000,"Food and Beverages"
24/08/2015,BookMeIn,"Professional Service Appointment booking service",nan,Mumbai,"Ajmera Group of Companies","Seed Funding",400000,Services
25/08/2015,QykApp,"On Demand App based Professional service provider",nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua","Pre Series A",1000000,Services
25/08/2015,EazyDiner,"Restaurant Reservation Platform","Online Restaurant Table Reservation Platform",Gurugram,"DSG Consumer Partners, Saama Capital","Series A",3000000,"Food and Beverages"
25/08/2015,RevX,"Cross channel CRM platform",nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital","Series A",4000000,Technology
25/08/2015,ICustomMadeIt,"Professional Custom creators Marketplace","Professional Custom creators Marketplace",Pune,"Group of Angel Investors","Seed Funding",250000,E-Commerce
26/08/2015,PickMyLaundry,"on Demand Washing & Dry Cleaning","On Demand Washing & Dry Cleaning Services",Delhi,"GHV Accelerator","Seed Funding",100000,Services
26/08/2015,Belita,"On Demand Beauty Service",nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels","Seed Funding",400000,Services
26/08/2015,FoodTalkIndia,"Online Food Community Platform",nan,Gurugram,"Undisclosed Investor","Seed Funding",500000,"Food and Beverages"
28/08/2015,Vyomo,"Beauty & Lifestyle Mobile Marketplace","On Demand Beauty Service provider",Bangalore,"Rocket Internet","Pre Series A",2000000,E-Commerce
28/08/2015,RollMafia,"QSR Restaurant Chain",nan,Pune,"Equentia Natural Resources","Seed Funding",160000,"Food and Beverages"
31/08/2015,DropKaffe,"Online Coffee Delivery platform","Ready to Drink Beverage Producer",Bangalore,"Manish Singhal, P39 Capital & Others","Seed Funding",300000,E-Commerce
31/08/2015,Reverie,"Language Localization Cloud platform",nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures","Series A",4000000,Technology
01/07/2015,CloudcherryAnalytics,"CRM / Analytics platform",nan,Chennai,"The Chennai Angels, IDG Ventures India","Seed Funding",1000000,Technology
01/07/015,HandyHome,"Hyperlocal Electronics repair Service",nan,Mumbai,"Bessemer Ventures, Kae Capital","Seed Funding",630000,Services
01/07/2015,NxtGen,"IT infrastructure & Data Center services",nan,Bangalore,"IFC, Axon Partners, Intel Capital","Series A",13500000,Technology
02/07/2015,BankBazaar,"Online Financial Services","Online Financial Marketplace",Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners","Series C\\n(More here)",60000000,Finance
02/07/2015,Gozoomo,"Used Car Marketplace",nan,Bangalore,"SAIF Partners","Series A",5000000,Automotive
02/07/2015,Zenatix,"Internet of Things platform","IoT Based Energy Monitoring & Control",Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna","Seed Funding",161000,Technology
03/07/2015,CultureAlley,"Language Learning App",nan,Jaipur,"Tiger Global","Series A",6500000,Education
03/07/2015,Gingercrush,"Custom Merchandize platform","Personalized Products & Merchandize eTailer",Ahemdabad,"Gokul Jaykrishna, Brand Capital","Seed Funding",1000000,E-Commerce
04/07/2015,Stitchwood,"Custom Furniture Marketplace","Custom Furniture Online",Mumbai,"Powai Lake Ventures, Ajeet Khurana & others","Seed Funding",395000,E-Commerce
06/07/2015,PaperBoat,"Ethnic Beverages manufacturer",nan,Gurugram,"Sofina, Hillhouse Capital","Series B",30000000,"Food and Beverages"
07/07/2015,Wudstay,"Budget Accommodation aggregator",nan,Gurugram,"Mangroves Capital Partners, Vikas Saxena","Series A",3000000,"Real Estate"
07/07/2015,LiasesForas,"Real Estate Rating & Analysis",nan,Delhi,"DMG information Asia Pacific","Series A",5000000,"Real Estate"
08/07/2015,Saavn,"Music Streaming App",nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest","Series C",100000000,Technology
08/07/2015,Flytxt,"Big Data & Analytics platform","Customer data analytics software","Mumbai / Global","Sunrise Capital GmBH, Big Data Investments B.V","Series A",11000000,Technology
08/07/2015,Axtria,"Big Data & Analytics platform",nan,"India / USA","Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock","Series C",30000000,Technology
08/07/2015,33Coupons,"Coupon Aggregator Platform",nan,Kanpur,"Not Disclosed","Seed Funding",20000,Technology
08/07/2015,HoppingChef,"Online Food Tech Platform",nan,Mumbai,"Mirah Hospitality","Strategic Investment",470000,"Food and Beverages"
08/07/2015,Collectabillia,"Celebrity Fashion Brand",nan,Bangalore,"Accel Partners","Series B",7500000,Fashion
08/07/2015,Lendingkart,"Online Finance lending platform","Online Lending Platform",Ahemdabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta","Series A",10000000,Finance
08/07/2015,Lybrate,"Healthcare Mobile App",nan,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners","Series A",10200000,Healthcare
08/07/2015,Zoomcar,"Self driven vehicle rental","Self driven car booking platform",Bangalore,"Sequoia Capital, Empire Angels, NGP","Series B",11000000,Other
09/07/2015,Newsinshorts,"News Aggregator mobile app",nan,Noida,"Tiger Global","Series B",20000000,Technology
09/07/2015,Bluestone,"Online Jewellery Store","Jewellery Etailer",Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Equity,16200000,E-Commerce
\\xc2\\xa010/7/2015,InfinityAssurance,"Warranty Programs Service Administration",nan,Delhi,"Indian Angel Network","Seed Funding",600000,Services
10/07/2015,FootprintsEducation,"Pre School Chain",nan,Gurugram,"LetsVenture, Kumar Bansal, Kshitij Jain","Seed Funding",685000,Education
10/07/2015,LoyltyRewards,"Premium Loyalty Rewards Point Management",nan,Mumbai,IndianIdeas.com,"Late Stage",19350000,Other
13/07/2015,Ameyo,"Contact Center Software Platform",nan,Gurugram,"Forum Synergies PE Fund","Series A",5000000,Technology
13/07/2015,Mamagoto,"Casual Dining restaurant Chain",nan,Delhi,"Goldman Sachs","Series A",10000000,"Food and Beverages"
14/07/2015,MySmartPrice,"Online comparison engine",nan,Hyderabad,"Accel Partners, Helion Venture Partners","Series B",10000000,Technology
14/07/2015,Boxmyspace,"Physical Storage warehouses",nan,Mumbai,"Ritesh Veera Singapore Angel Network Orios Venture Partners","Seed Funding",300000,"Real Estate"
14/07/2015,HackerRank,"Tech Recruitment platform",nan,Bangalore,"HR Technology fund","Series C",7500000,Technology
14/07/2015,WickedRide,"Bike Rental Platform","Online Motorbike And Scooter Rental Platforms",Bangalore,Undisclosed,"Seed Funding",790000,"Transportation and Logistics"
14/07/2015,WoWexpress,"Tech enabled logistics platform","E commerce Logistics Platform",Mumbai,"Tamarind Family Private Trust","Seed Funding",500000,"Transportation and Logistics"
15/07/2015,OyoRooms,"Budget Hotel Accommodation","Budget Rooms",Gurugram,"Softbank, Sequoia Capital","Series B",100000000,Hospitality
15/07/2015,Mobikon,"Restaurant customer engagement platform","Restaurant & Hotel CRM platform",Pune,"Jungle Ventures","Series B",2300000,"Food and Beverages"
15/07/2015,Roadrunnr,"Hyper local logistics platform",nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures","Series A",11000000,"Transportation and Logistics"
16/07/2015,Ketto,"Crowd Funding Platform",nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others","Seed Funding",700000,Technology
17/07/2015,QuikWallet,"F&B sector Mobile Payment platform",nan,Mumbai,"Snow Leopard Technology Ventures","Follow on Funding",1600000,Technology
17/07/2015,Omnikart,"Industrial Supplies B2B ecommerce",nan,Mumbai,"Sumit Gandhi, Manish Gandhi","Seed Funding",100000,E-Commerce
20/07/2015,ZoRooms,"Online budget hotel chain",nan,Delhi,"Tiger Global, Orios Venture Partners.",Equity,15000000,Hospitality
20/07/2015,Innoviti,"Payment Solutions platform","Digital payments solutions",Bangalore,"Catamaran Ventures, New India Investment Corporation","Series A",4850000,Technology
21/07/2015,Joybynature,"Organic Food ecommerce",nan,Delhi,"Mumbai Angels, Vriddhi Fund, Others","Series A",1000000,"Food and Beverages"
22/07/2015,Iqlect,"Big Data & Analytics platform","Data Analytics Firm",Bangalore,"Exfinity Venture Partners","Series A",2000000,Technology
22/07/2015,deGustibus,"Fine Dining Restaurant Chain",nan,Mumbai,"India Value Fund Advisors","Late Stage",30000000,Finance
23/07/2015,Nestaway,"Luxury Rental Homes","Furnished Home Rental Platform",Bangalore,"Flipkart, Tiger Global","Series A",12750000,"Real Estate"
23/07/2015,Mswipe,"Mobile Point of Sale payment solution","Mobile point of sale services provider",,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank","Series B",25000000,Finance
23/07/2015,Myonsto,"Online Grocers",nan,Ahemdabad,"Jayant Bokadia","Seed Funding",320000,"Food and Beverages"
23/07/2015,MedGenome,"Clinical Genomics Provider","Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"Sequoia Capital","Series B",20000000,Healthcare
23/07/2015,HolidayIQ,"Travel information portal",nan,Bangalore,MakeMyTrip,"Strategic Investment",15000000,Hospitality
23/07/2015,Fitternity,"Fitness Marketplace","Online Fitness Discovey Platform",Mumbai,"Exfinity Venture Partners","Series A",1000000,E-Commerce
23/07/2015,Quikr,"Online & Mobile classified listings","Classified Listings platform",Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management","Late Stage",60000000,Technology
24/07/2015,BroEx,"Real Estate Broker network App",nan,Gurugram,"Lightspeed India","Bridge round",1000000,"Real Estate"
25/07/2015,CredR,"Used Bikes Marketplace",nan,Mumbai,"Fidelity Growth Partners","Series A",15000000,E-Commerce
27/07/2015,ManageMySpa,"Spa & Salon Management Software",nan,Hyderabad,"Accel Partners","Series A",6000000,Technology
28/07/2015,Pepperfry,"Online home d  marketplace","Online Furniture Shopping Store",Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.","Series D",100000000,E-Commerce
28/07/2015,Flipkart,"Online Marketplace","Online Marketplace",Bangalore,"Steadview Capital and existing investors","Late Stage, 10th Round More here",700000000,E-Commerce
28/07/2015,Opinio,"Hyperlocal food & grocery store",nan,Bangalore,"Accel Partners, Traxcn Labs & Others","Seed Funding",1300000,"Food and Beverages"
28/07/2015,Zoctr,"Health Tech platform",nan,Mumbai,"Sandeep Parwal, Krishan Gupta & Others","Seed Funding",1000000,Healthcare
29/07/2015,Zimmber,"Hyperlocal Handyman Services",nan,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai","Series A",2000000,Services
29/07/2015,trueHb,"Medical Tech Instruments",nan,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others","Seed Funding",2400000,Healthcare
29/07/2015,Zovi.com/LittleApp,"Hyperlocal Deals Marketplace",nan,Bangalore,"Paytm, SAIF Partners, Tiger Global Management & others","Series A",50000000,E-Commerce
29/07/2015,Swajal,"Innovative Water Solutions",nan,Gurugram,"Abhishek Gupta","Series A",1200000,Sustainability
30/07/2015,PipaBella,"Online Jewelry Store","Fashion Accessories Etailer",Mumbai,"LionRock Capital","Pre Series A",600000,E-Commerce
30/07/2015,Pragmatix,"Business intelligence & Analytics",nan,Mumbai,"SIDBI Venture Capital Ltd","Series A",2400000,Technology
30/07/2015,Droom,"Used Vehicle Marketplace","New and Used Cars Platform",Delhi,"Lightbox Ventures, Beenos","Series A",16000000,E-Commerce
30/07/2015,MadRatGames,"Educational Board Games",nan,Bangalore,"Kunal Bahl, Rohit Bansal","Seed Funding",168000,Education
30/07/2015,NoodlePlay,"Chinese food delivery",nan,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray","Seed Funding",168000,"Food and Beverages"
31/07/2015,LazyLad,"Hyperlocal Grocery App",nan,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu","Pre Series A",500000,"Food and Beverages"
31/07/2015,Prothom,"Hasbro Toy Manufacturer",nan,Pune,"Oliphabs Capital","Series A",2000000,Other
31/07/2015,BonaVita,"Travel Tech",nan,Gurugram,MakeMyTrip,"Strategic Investment",5000000,Hospitality
01/06/2015,VeebaFoods,"Healthy Food Manufacturer",nan,Delhi,"DSG Consumer Partners, Saama Capital.","Series B",6000000,"Food and Beverages"
01/06/2015,Truebil,"Used Car Marketplace","Online Marketplace for Used Cars",Mumbai,"Kae Capital, Anupam Mittal","Seed Funding",500000,Automotive
01/06/2015,Meritnation,"Online Learning Platform",nan,Delhi,InfoEdge,"Series C",4000000,Technology
01/06/2015,Eattreatonline,"Healthy Food Online Community",nan,Delhi,"Group of 15 Angel Investors","Seed Funding",350000,"Food and Beverages"
01/06/2015,Glamrs,"Online Fashion Video Portal",nan,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri","Pre Series A",1000000,Fashion
01/06/2015,Proviera,"Probiotic Technology Products Manufacturer",nan,Chennai,"Infuse Ventures",Equity,550000,Technology
01/06/2015,ArthDesignBuild,"Architectural Design & Consulting",nan,Hyderabad,"Srinivas Tirupati","Seed Funding",500000,Technology
02/06/2015,Saama,"Big Data & Analytics Services",nan,"Pune / USA","Carrick Capital Partners","Series A",35000000,Technology
02/06/2015,AllIzHealth,"Preventive Healthcare Services",nan,Pune,"Mumbai Angels & Other angel investors","Seed Funding",350000,Healthcare
03/06/2015,Propstack,"Real Estate Intelligence Platform",nan,Mumbai,"DMG Information","Series A",3000000,"Real Estate"
03/06/2015,MyTaxiIndia,"Online Car Rental Affiliates","Online Car rental booking platform",Delhi,"Green House Ventures","Seed Funding",100000,Automotive
03/06/2015,ArkinNet,"Data Center Software platform",nan,"Pune / USA","Nexus Venture Partners","Series B",15000000,Technology
